title,studio,foreign_gross,year,original_language,popularity,release_date,vote_count,production_budget,domestic_gross,worldwide_gross,vote_average,start_year,runtime_minutes,genres,averagerating,numvotes,profit,profit_margin,release_month,release_month_name,release_quarter
a haunted house 2,ORF,6600000.0,2014,en,6.948,2014-04-18,597,4000000.0,17329487.0,21206861.0,5.5,2014,86.0,"Comedy,Fantasy",4.7,18085,17206861.0,4.30171525,4,April,2
the railway man,Wein.,17900000.0,2014,en,9.582,2014-04-11,408,18000000.0,4438438.0,23910210.0,6.9,2013,116.0,"Biography,Drama,Romance",7.1,34586,5910210.0,0.328345,4,April,2
mr turner,SPC,18200000.0,2014,en,7.884,2014-12-19,301,14000000.0,3958546.0,25187026.0,6.5,2014,150.0,"Biography,Drama,History",6.8,22661,11187026.0,0.7990732857142857,12,December,4
labor day,Par.,6900000.0,2014,en,9.258,2013-12-27,546,18000000.0,13371528.0,14189810.0,6.9,2013,111.0,"Drama,Romance",6.9,39242,-3810190.0,-0.2116772222222222,12,December,4
the drop,FoxS,7900000.0,2014,en,14.795,2014-09-12,1215,12600000.0,10724389.0,19054534.0,6.7,2014,106.0,"Crime,Drama",7.1,132161,6454534.0,0.5122646031746032,9,September,3
before i go to sleep,CE,12200000.0,2014,en,16.07,2014-10-31,1098,22000000.0,3242457.0,19563579.0,6.4,2014,92.0,"Drama,Horror,Mystery",6.3,64684,-2436421.0,-0.11074640909090909,10,October,4
inherent vice,WB,6600000.0,2014,en,14.244,2015-01-09,1359,20000000.0,8110975.0,14772346.0,6.6,2014,148.0,"Comedy,Crime,Drama",6.7,83346,-5227654.0,-0.2613827,1,January,1
a most violent year,A24,6300000.0,2014,en,12.271,2014-12-31,792,20000000.0,5749134.0,8846875.0,6.6,2014,125.0,"Crime,Drama,Thriller",7.0,60165,-11153125.0,-0.55765625,12,December,4
the babadook,IFC,9300000.0,2014,en,11.502,2014-11-28,3528,2000000.0,950792.0,7482387.0,6.4,2014,94.0,"Drama,Horror",6.8,171411,5482387.0,2.7411935,11,November,4
the immigrant,Wein.,3800000.0,2014,en,8.145,2013-10-06,438,16000000.0,2013456.0,7585011.0,6.2,2013,120.0,"Drama,Romance",6.6,26618,-8414989.0,-0.5259368125,10,October,4
wish i was here,Focus,1900000.0,2014,en,7.845,2014-01-18,440,6000000.0,3591299.0,6591365.0,6.6,2014,106.0,"Comedy,Drama",6.7,34907,591365.0,0.09856083333333333,1,January,1
veronica mars,WB,195000.0,2014,en,7.821,2014-03-14,699,6000000.0,3322127.0,3485383.0,6.7,2014,107.0,"Crime,Drama,Mystery",6.8,46751,-2514617.0,-0.4191028333333333,3,March,1
the rover,A24,2100000.0,2014,en,13.528,2014-07-18,435,8500000.0,1109199.0,3180252.0,6.2,2014,103.0,"Action,Crime,Drama",6.4,40576,-5319748.0,-0.625852705882353,7,July,3
jackpot,DR,1100000.0,2014,en,0.6,2012-07-14,1,400000.0,44452.0,44452.0,6.0,2011,86.0,"Action,Comedy,Crime",6.6,2941,-355548.0,-0.88887,7,July,3
jackpot,DR,1100000.0,2014,en,0.6,2012-07-14,1,400000.0,44452.0,44452.0,6.0,2013,132.0,"Comedy,Thriller",2.1,647,-355548.0,-0.88887,7,July,3
jackpot,DR,1100000.0,2014,en,0.6,2012-07-14,1,400000.0,44452.0,44452.0,6.0,2015,92.0,Comedy,6.7,55,-355548.0,-0.88887,7,July,3
jackpot,DR,1100000.0,2014,en,0.6,2012-07-14,1,400000.0,44452.0,44452.0,6.0,2018,150.0,"Comedy,Romance",7.8,18,-355548.0,-0.88887,7,July,3
jurassic world,Uni.,10194.0,2015,en,20.709,2015-06-12,14056,215000000.0,652270625.0,1648854864.0,6.6,2015,124.0,"Action,Adventure,Sci-Fi",7.0,539338,1433854864.0,6.669092390697674,6,June,2
furious 7,Uni.,11630.0,2015,en,20.396,2015-04-03,6538,190000000.0,353007020.0,1518722794.0,7.3,2015,137.0,"Action,Crime,Thriller",7.2,335074,1328722794.0,6.9932778631578945,4,April,2
avengers age of ultron,BV,946400000.0,2015,en,44.383,2015-05-01,13457,330600000.0,459005868.0,1403013963.0,7.3,2015,141.0,"Action,Adventure,Sci-Fi",7.3,665594,1072413963.0,3.2438413883847548,5,May,2
minions,Uni.,823400000.0,2015,en,9.338,2015-07-10,7343,74000000.0,336045770.0,1160336173.0,6.4,2015,91.0,"Adventure,Animation,Comedy",6.4,193917,1086336173.0,14.680218554054054,7,July,3
spectre,Sony,680600000.0,2015,en,30.318,2015-11-06,6719,300000000.0,200074175.0,879620923.0,6.4,2015,148.0,"Action,Adventure,Thriller",6.8,352504,579620923.0,1.9320697433333334,11,November,4
inside out,BV,501100000.0,2015,en,4.758,2011-09-27,18,175000000.0,356461711.0,854235992.0,4.4,2011,93.0,"Crime,Drama",4.6,1566,679235992.0,3.881348525714286,9,September,3
inside out,BV,501100000.0,2015,en,4.758,2011-09-27,18,175000000.0,356461711.0,854235992.0,4.4,2011,59.0,Family,7.3,15,679235992.0,3.881348525714286,9,September,3
inside out,BV,501100000.0,2015,en,4.758,2011-09-27,18,175000000.0,356461711.0,854235992.0,4.4,2015,95.0,"Adventure,Animation,Comedy",8.2,536181,679235992.0,3.881348525714286,9,September,3
inside out,BV,501100000.0,2015,en,4.758,2011-09-27,18,175000000.0,356461711.0,854235992.0,4.4,2013,75.0,"Biography,Documentary,History",7.5,60,679235992.0,3.881348525714286,9,September,3
the hunger games mockingjay part 2,LGF,371700000.0,2015,en,19.487,2015-11-18,7609,160000000.0,281723902.0,648986787.0,6.8,2015,137.0,"Action,Adventure,Sci-Fi",6.6,252384,488986787.0,3.05616741875,11,November,4
the martian,Fox,401700000.0,2015,en,22.856,2015-10-02,12172,108000000.0,228433663.0,655271443.0,7.7,2015,144.0,"Adventure,Drama,Sci-Fi",8.0,680116,547271443.0,5.067328175925926,10,October,4
fifty shades of grey,Uni.,404800000.0,2015,en,21.229,2015-02-13,6451,40000000.0,166167230.0,570998101.0,5.4,2015,125.0,"Drama,Romance,Thriller",4.1,279126,530998101.0,13.274952525,2,February,1
the revenant,Fox,349300000.0,2015,en,19.41,2015-12-25,11064,135000000.0,183637894.0,532938302.0,7.4,2015,156.0,"Action,Adventure,Biography",8.0,621193,397938302.0,2.947691125925926,12,December,4
the revenant,Fox,349300000.0,2015,en,19.41,2015-12-25,11064,135000000.0,183637894.0,532938302.0,7.4,2012,80.0,Horror,6.0,20,397938302.0,2.947691125925926,12,December,4
antman,BV,339100000.0,2015,en,32.715,2015-07-17,11949,130000000.0,180202163.0,518858449.0,7.1,2015,117.0,"Action,Adventure,Comedy",7.3,501213,388858449.0,2.9912188384615384,7,July,3
hotel transylvania 2,Sony,305100000.0,2015,en,16.553,2015-09-25,3184,80000000.0,169700110.0,469500298.0,6.7,2015,89.0,"Animation,Comedy,Family",6.7,92905,389500298.0,4.868753725,9,September,3
san andreas,WB (NL),318800000.0,2015,en,27.414,2015-05-29,5125,110000000.0,155190832.0,456258539.0,6.1,2015,114.0,"Action,Adventure,Drama",6.1,192750,346258539.0,3.1478049,5,May,2
terminator genisys,Par.,350800000.0,2015,en,31.11,2015-07-01,5309,155000000.0,89760956.0,432150894.0,5.9,2015,126.0,"Action,Adventure,Sci-Fi",6.4,234615,277150894.0,1.7880702838709677,7,July,3
kingsman the secret service,Fox,286100000.0,2015,en,26.103,2015-02-13,10287,94000000.0,128261724.0,404561724.0,7.6,2014,129.0,"Action,Adventure,Comedy",7.7,544510,310561724.0,3.3038481276595744,2,February,1
mad max fury road,WB,224800000.0,2015,en,28.099,2015-05-15,14454,150000000.0,153636354.0,370098020.0,7.4,2015,120.0,"Action,Adventure,Sci-Fi",8.1,780910,220098020.0,1.4673201333333334,5,May,2
the good dinosaur,BV,209100000.0,2015,en,17.675,2015-11-25,3135,187500000.0,123087120.0,333771037.0,6.7,2015,93.0,"Adventure,Animation,Comedy",6.7,91465,146271037.0,0.7801121973333334,11,November,4
taken 3,Fox,237200000.0,2015,en,27.679,2015-01-09,3406,48000000.0,89256424.0,327656424.0,6.1,2014,108.0,"Action,Thriller",6.0,165072,279656424.0,5.8261755,1,January,1
the spongebob movie sponge out of water,Par.,162200000.0,2015,en,13.815,2015-02-06,1165,74000000.0,162994032.0,311013181.0,5.7,2015,92.0,"Adventure,Animation,Comedy",6.0,43560,237013181.0,3.2028808243243243,2,February,1
maze runner the scorch trials,Fox,230600000.0,2015,en,17.31,2015-09-18,6365,61000000.0,81697192.0,310566162.0,6.6,2015,131.0,"Action,Sci-Fi,Thriller",6.3,201143,249566162.0,4.09124855737705,9,September,3
pitch perfect 2,Uni.,103200000.0,2015,en,18.469,2015-05-15,3599,29000000.0,184296230.0,287625468.0,6.8,2015,115.0,"Comedy,Music",6.4,130692,258625468.0,8.918119586206897,5,May,2
paddington,W/Dim.,191800000.0,2015,en,13.565,2015-01-16,1904,55000000.0,76223578.0,258789097.0,7.0,2014,95.0,"Adventure,Comedy,Family",7.2,84679,203789097.0,3.705256309090909,1,January,1
the peanuts movie,Fox,116100000.0,2015,en,11.344,2015-11-01,894,99000000.0,130178411.0,250091610.0,6.6,2015,88.0,"Adventure,Animation,Comedy",7.1,39149,151091610.0,1.5261778787878788,11,November,4
pixels,Sony,166100000.0,2015,en,2.172,2010-04-01,35,90000000.0,78765986.0,244041804.0,7.1,2010,100.0,"Action,Comedy",4.6,54,154041804.0,1.7115756,4,April,2
pixels,Sony,166100000.0,2015,en,2.172,2010-04-01,35,90000000.0,78765986.0,244041804.0,7.1,2015,105.0,"Action,Comedy,Sci-Fi",5.6,119789,154041804.0,1.7115756,4,April,2
spy,Fox,124800000.0,2015,en,1.4,2011-08-09,1,65000000.0,110825712.0,232585748.0,7.0,2011,110.0,"Action,Crime,Drama",6.6,78,167585748.0,2.578242276923077,8,August,3
spy,Fox,124800000.0,2015,en,1.4,2011-08-09,1,65000000.0,110825712.0,232585748.0,7.0,2015,119.0,"Action,Comedy,Crime",7.0,213908,167585748.0,2.578242276923077,8,August,3
alvin and the chipmunks the road chip,Fox,148900000.0,2015,en,14.973,2015-12-18,852,90000000.0,85886987.0,249517956.0,5.8,2015,92.0,"Adventure,Animation,Comedy",5.1,14507,159517956.0,1.7724217333333334,12,December,4
ted 2,Uni.,135200000.0,2015,en,17.684,2015-06-26,4227,68000000.0,81476385.0,217214143.0,6.1,2015,115.0,Comedy,6.3,165843,149214143.0,2.194325632352941,6,June,2
tomorrowland,BV,115700000.0,2015,en,20.136,2015-05-22,4610,170000000.0,93436322.0,206627518.0,6.2,2015,130.0,"Action,Adventure,Family",6.4,161343,36627518.0,0.2154559882352941,5,May,2
tomorrowland,BV,115700000.0,2015,en,20.136,2015-05-22,4610,170000000.0,93436322.0,206627518.0,6.2,2017,70.0,Documentary,6.3,7,36627518.0,0.2154559882352941,5,May,2
straight outta compton,Uni.,40400000.0,2015,en,11.731,2015-08-14,2048,28000000.0,161197785.0,202182981.0,7.7,2015,147.0,"Biography,Drama,History",7.9,165307,174182981.0,6.22082075,8,August,3
the intern,WB,118800000.0,2015,en,14.377,2015-09-25,3373,40000000.0,75764672.0,197115710.0,7.1,2015,121.0,"Comedy,Drama",7.1,191494,157115710.0,3.92789275,9,September,3
jupiter ascending,WB,136600000.0,2015,en,24.058,2015-02-27,4401,179000000.0,47482519.0,181982519.0,5.3,2015,127.0,"Action,Adventure,Sci-Fi",5.3,166327,2982519.0,0.016662117318435754,2,February,1
creed,WB (NL),63800000.0,2015,en,16.356,2015-11-25,4010,37000000.0,109767581.0,173567581.0,7.3,2010,77.0,Horror,6.6,12,136567581.0,3.691015702702703,11,November,4
creed,WB (NL),63800000.0,2015,en,16.356,2015-11-25,4010,37000000.0,109767581.0,173567581.0,7.3,2015,133.0,"Drama,Sport",7.6,224671,136567581.0,3.691015702702703,11,November,4
creed,WB (NL),63800000.0,2015,en,16.356,2015-11-25,4010,37000000.0,109767581.0,173567581.0,7.3,2016,80.0,"Crime,Drama",5.8,25,136567581.0,3.691015702702703,11,November,4
fantastic four,Fox,111900000.0,2015,en,16.36,2015-08-07,3837,120000000.0,56117548.0,167849187.0,4.4,2015,100.0,"Action,Adventure,Drama",4.3,140148,47849187.0,0.398743225,8,August,3
bridge of spies,BV,93200000.0,2015,en,12.836,2015-10-16,4313,40000000.0,72313754.0,162498338.0,7.2,2015,142.0,"Drama,History,Thriller",7.6,263004,122498338.0,3.06245845,10,October,4
the hateful eight,Wein.,101600000.0,2015,en,20.681,2015-12-25,8065,62000000.0,54117416.0,147864886.0,7.7,2015,168.0,"Crime,Drama,Mystery",7.8,434966,85864886.0,1.3849175161290324,12,December,4
goosebumps,Sony,70100000.0,2015,en,18.957,2015-10-16,2147,58000000.0,80069458.0,158905324.0,6.2,2015,103.0,"Adventure,Comedy,Family",6.3,72858,100905324.0,1.7397469655172413,10,October,4
the last witch hunter,LG/S,119600000.0,2015,en,16.685,2015-10-23,2193,80000000.0,27367660.0,130818912.0,5.8,2015,106.0,"Action,Adventure,Fantasy",6.0,86118,50818912.0,0.6352364,10,October,4
trainwreck,Uni.,30600000.0,2015,en,18.423,2015-07-17,1731,35000000.0,110212700.0,141123897.0,5.8,2015,125.0,"Comedy,Drama,Romance",6.2,121860,106123897.0,3.0321113428571427,7,July,3
the big short,Par.,63200000.0,2015,en,14.327,2015-12-11,4657,28000000.0,70259870.0,133162752.0,7.3,2015,130.0,"Biography,Comedy,Drama",7.8,309227,105162752.0,3.7558125714285713,12,December,4
pan,WB,93300000.0,2015,en,13.054,2015-10-09,1701,150000000.0,35088320.0,151525973.0,5.9,2015,111.0,"Adventure,Comedy,Family",5.8,55867,1525973.0,0.010173153333333334,10,October,4
magic mike xxl,WB,56500000.0,2015,en,8.681,2015-07-01,1110,14500000.0,66013057.0,123660597.0,6.2,2015,115.0,"Comedy,Drama,Music",5.6,48497,109160597.0,7.528317034482758,7,July,3
seventh son,Uni.,97000000.0,2015,en,22.856,2015-02-06,1549,95000000.0,17725785.0,108874967.0,5.3,2014,102.0,"Action,Adventure,Fantasy",5.5,66565,13874967.0,0.14605228421052632,2,February,1
insidious chapter 3,Focus,60800000.0,2015,en,19.859,2015-06-05,1886,10000000.0,52218558.0,120453155.0,6.2,2015,97.0,"Horror,Mystery,Thriller",6.1,82930,110453155.0,11.0453155,6,June,2
get hard,WB,21400000.0,2015,en,12.129,2015-03-27,1469,40000000.0,90411453.0,106511453.0,6.0,2015,100.0,"Comedy,Crime",6.0,111187,66511453.0,1.662786325,3,March,1
the man from uncle,WB,64400000.0,2015,en,18.956,2015-08-14,3525,75000000.0,45445109.0,104949584.0,7.1,2015,116.0,"Action,Adventure,Comedy",7.3,240606,29949584.0,0.3993277866666667,8,August,3
paul blart mall cop 2,Sony,36600000.0,2015,en,15.941,2015-04-17,900,38000000.0,71091594.0,107650646.0,5.0,2015,94.0,"Action,Comedy,Crime",4.4,30828,69650646.0,1.8329117368421053,4,April,2
sisters,Uni.,18000000.0,2015,en,10.993,2015-12-18,922,30000000.0,87044645.0,106030660.0,5.9,2015,118.0,Comedy,6.0,58994,76030660.0,2.5343553333333335,12,December,4
sisters,Uni.,18000000.0,2015,en,10.993,2015-12-18,922,30000000.0,87044645.0,106030660.0,5.9,2013,84.0,Drama,5.7,37,76030660.0,2.5343553333333335,12,December,4
vacation,WB (NL),46000000.0,2015,hu,0.6,2011-04-10,1,31000000.0,58884188.0,102306500.0,7.0,2015,99.0,"Adventure,Comedy",6.1,87582,71306500.0,2.300209677419355,4,April,2
vacation,WB (NL),46000000.0,2015,hu,0.6,2011-04-10,1,31000000.0,58884188.0,102306500.0,7.0,2010,90.0,"Comedy,Crime",5.4,116,71306500.0,2.300209677419355,4,April,2
chappie,Sony,70500000.0,2015,en,24.52,2015-03-06,4995,49000000.0,31569268.0,105002056.0,6.7,2015,120.0,"Action,Crime,Drama",6.8,213733,56002056.0,1.1428991020408164,3,March,1
joy,Fox,44700000.0,2015,en,10.305,2015-12-25,2723,60000000.0,56451232.0,101134059.0,6.5,2010,75.0,Drama,6.1,233,41134059.0,0.68556765,12,December,4
joy,Fox,44700000.0,2015,en,10.305,2015-12-25,2723,60000000.0,56451232.0,101134059.0,6.5,2015,124.0,Drama,6.6,118086,41134059.0,0.68556765,12,December,4
joy,Fox,44700000.0,2015,en,10.305,2015-12-25,2723,60000000.0,56451232.0,101134059.0,6.5,2016,80.0,Drama,7.1,34,41134059.0,0.68556765,12,December,4
joy,Fox,44700000.0,2015,en,10.305,2015-12-25,2723,60000000.0,56451232.0,101134059.0,6.5,2018,99.0,Drama,6.5,430,41134059.0,0.68556765,12,December,4
black mass,WB,37200000.0,2015,en,14.646,2015-09-18,2020,53000000.0,62575678.0,98837872.0,6.4,2015,123.0,"Biography,Crime,Drama",6.9,155847,45837872.0,0.8648655094339622,9,September,3
the visit,Uni.,33200000.0,2015,en,10.196,2015-09-11,2634,5000000.0,65206105.0,98677816.0,6.2,2010,90.0,"Comedy,Drama,Romance",8.3,7,93677816.0,18.7355632,9,September,3
the visit,Uni.,33200000.0,2015,en,10.196,2015-09-11,2634,5000000.0,65206105.0,98677816.0,6.2,2015,94.0,"Horror,Mystery,Thriller",6.2,102459,93677816.0,18.7355632,9,September,3
spotlight,ORF,53200000.0,2015,en,16.354,2015-11-06,4935,20000000.0,45055776.0,92088460.0,7.8,2015,129.0,"Crime,Drama",8.1,365110,72088460.0,3.604423,11,November,4
spotlight,ORF,53200000.0,2015,en,16.354,2015-11-06,4935,20000000.0,45055776.0,92088460.0,7.8,2015,99.0,Drama,8.0,12,72088460.0,3.604423,11,November,4
in the heart of the sea,WB,68900000.0,2015,en,14.33,2015-12-11,2137,100000000.0,25020758.0,89693309.0,6.6,2015,122.0,"Action,Adventure,Biography",6.9,108628,-10306691.0,-0.10306691,12,December,4
southpaw,Wein.,39500000.0,2015,en,25.305,2015-07-24,3424,30000000.0,52421953.0,94156456.0,7.4,2015,124.0,"Drama,Sport",7.4,199783,64156456.0,2.138548533333333,7,July,3
the second best exotic marigold hotel,FoxS,52900000.0,2015,en,7.731,2015-03-06,420,10000000.0,33078266.0,90384306.0,6.4,2015,122.0,"Comedy,Drama",6.6,28931,80384306.0,8.0384306,3,March,1
paper towns,Fox,53500000.0,2015,en,11.564,2015-07-24,3587,12000000.0,32000304.0,85450484.0,6.0,2015,109.0,"Comedy,Drama,Mystery",6.3,87742,73450484.0,6.120873666666666,7,July,3
sicario,LGF,38000000.0,2015,en,20.468,2015-09-18,4475,30000000.0,46889293.0,84393749.0,7.3,2015,121.0,"Action,Crime,Drama",7.6,328548,54393749.0,1.8131249666666667,9,September,3
hitman agent 47,Fox,59900000.0,2015,en,14.082,2015-08-21,1764,35000000.0,22467450.0,82182803.0,5.6,2015,96.0,"Action,Adventure,Crime",5.7,80510,47182803.0,1.3480800857142856,8,August,3
the wedding ringer,SGem,15300000.0,2015,en,15.876,2015-01-16,961,23000000.0,64460211.0,80171596.0,6.5,2015,101.0,Comedy,6.7,66893,57171596.0,2.4857215652173914,1,January,1
paranormal activity the ghost dimension,Par.,60600000.0,2015,en,8.157,2015-10-23,774,10000000.0,18297124.0,77959374.0,5.2,2015,88.0,"Horror,Mystery,Thriller",4.6,22361,67959374.0,6.7959374,10,October,4
crimson peak,Uni.,43600000.0,2015,en,9.897,2015-10-16,2986,55000000.0,31090320.0,74966854.0,6.5,2015,119.0,"Drama,Fantasy,Horror",6.5,119287,19966854.0,0.3630337090909091,10,October,4
the transporter refueled,EC,56600000.0,2015,en,13.428,2015-09-04,836,22000000.0,16029670.0,69698495.0,5.4,2015,96.0,"Action,Adventure,Crime",5.2,36201,47698495.0,2.168113409090909,9,September,3
run all night,WB,45200000.0,2015,en,17.592,2015-03-13,1684,50000000.0,26461644.0,66961644.0,6.4,2015,114.0,"Action,Drama,Thriller",6.6,94131,16961644.0,0.33923288,3,March,1
the age of adaline,LGF,23000000.0,2015,en,8.559,2015-04-24,3853,30000000.0,42629776.0,68984536.0,7.4,2015,112.0,"Drama,Fantasy,Romance",7.2,138924,38984536.0,1.2994845333333334,4,April,2
unfriended,Uni.,31600000.0,2015,en,8.12,2015-04-17,2019,1000000.0,32789645.0,64364198.0,5.4,2014,83.0,"Horror,Mystery,Thriller",5.6,62043,63364198.0,63.364198,4,April,2
the longest ride,Fox,25500000.0,2015,en,11.168,2015-04-10,1908,34000000.0,37446117.0,63802928.0,7.5,2015,123.0,"Drama,Romance",7.1,70327,29802928.0,0.8765567058823529,4,April,2
brooklyn,FoxS,23800000.0,2015,en,12.083,2015-11-04,1912,11000000.0,38322743.0,62076141.0,7.3,2015,117.0,"Drama,Romance",7.5,117021,51076141.0,4.643285545454545,11,November,4
brooklyn,FoxS,23800000.0,2015,en,12.083,2015-11-04,1912,11000000.0,38322743.0,62076141.0,7.3,2014,83.0,"Drama,Music,Musical",6.4,51,51076141.0,4.643285545454545,11,November,4
woman in gold,Wein.,28300000.0,2015,en,7.76,2015-04-10,787,11000000.0,33307793.0,58586407.0,7.4,2015,109.0,"Biography,Drama,History",7.3,48501,47586407.0,4.326037,4,April,2
krampus,Uni.,18800000.0,2015,en,9.417,2015-12-04,1046,15000000.0,42725475.0,61788393.0,6.0,2015,98.0,"Comedy,Fantasy,Horror",6.2,55400,46788393.0,3.1192262,12,December,4
the walk,TriS,51000000.0,2015,en,11.754,2015-10-02,1906,35000000.0,10161183.0,61492104.0,6.9,2015,89.0,"Crime,Thriller",6.8,126,26492104.0,0.7569172571428572,10,October,4
the walk,TriS,51000000.0,2015,en,11.754,2015-10-02,1906,35000000.0,10161183.0,61492104.0,6.9,2015,123.0,"Adventure,Biography,Drama",7.3,109714,26492104.0,0.7569172571428572,10,October,4
the perfect guy,SGem,3200000.0,2015,en,6.727,2015-09-11,211,18000000.0,57027435.0,60278166.0,5.7,2015,100.0,"Crime,Drama,Horror",5.6,8998,42278166.0,2.348787,9,September,3
no escape,Wein.,27100000.0,2015,en,19.005,2015-08-26,1296,5000000.0,27288872.0,42844516.0,6.8,2015,103.0,"Action,Thriller",6.8,70222,37844516.0,7.5689032,8,August,3
sinister 2,Focus,25100000.0,2015,en,9.916,2015-08-21,1142,10000000.0,27740955.0,54104225.0,5.8,2015,97.0,"Horror,Mystery,Thriller",5.3,41782,44104225.0,4.4104225,8,August,3
the boy next door,Uni.,17000000.0,2015,en,0.6,2008-11-14,6,4000000.0,36006065.0,53401938.0,5.7,2015,91.0,"Horror,Thriller",4.7,34816,49401938.0,12.3504845,11,November,4
the night before,Sony,9300000.0,2015,en,9.014,2015-11-20,956,25000000.0,43035725.0,52427346.0,6.1,2015,101.0,"Adventure,Comedy,Fantasy",6.4,58455,27427346.0,1.09709384,11,November,4
the night before,Sony,9300000.0,2015,en,9.014,2015-11-20,956,25000000.0,43035725.0,52427346.0,6.1,2017,81.0,Horror,4.7,150,27427346.0,1.09709384,11,November,4
hot pursuit,WB (NL),17100000.0,2015,en,9.607,2015-05-08,1000,35000000.0,34580201.0,45671512.0,5.6,2015,87.0,"Action,Comedy,Crime",5.1,44723,10671512.0,0.30490034285714285,5,May,2
entourage,WB,16900000.0,2015,en,13.802,2015-06-03,647,30000000.0,32363404.0,46438538.0,6.2,2015,104.0,Comedy,6.6,71519,16438538.0,0.5479512666666667,6,June,2
mortdecai,LGF,39600000.0,2015,en,13.263,2015-01-23,1666,60000000.0,7696134.0,30396134.0,5.4,2015,107.0,"Action,Comedy,Crime",5.5,61366,-29603866.0,-0.4933977666666667,1,January,1
mcfarland usa,BV,1200000.0,2015,en,8.197,2015-02-20,358,17000000.0,44480275.0,45707924.0,7.3,2015,129.0,"Biography,Drama,Sport",7.4,31735,28707924.0,1.688701411764706,2,February,1
still alice,SPC,25100000.0,2015,en,10.747,2014-12-05,1946,5000000.0,18656400.0,41699612.0,7.5,2014,101.0,Drama,7.5,116832,36699612.0,7.3399224,12,December,4
